Item,Description,Dim,Dimension,GDim,Tipo,Unit
Item_2864,DO NOT USE,4002,Ciruelas,Frutas Secas,Venta,KG
Item_2865,DO NOT USE,4002,Ciruelas,Frutas Secas,Venta,KG
Item_2866,PRUNE NAILED,4002,Ciruelas,Frutas Secas,Venta,KG
Item_2867,STONELESS PLUM 60/70 C10K,4002,Ciruelas,Frutas Secas,Venta,KG
Item_2868,ONIZZO PLUM 3545,4002,Ciruelas,Frutas Secas,Venta,KG
Item_2869,PLUM ORCHARDS M 20/30 C/10K,4002,Ciruelas,Frutas Secas,Venta,KG
Item_2870,WHOLE CLOVE,3016,Clavo,Especias,Venta,KG
Item_2871,GROUND NAILS,5004,Especias M,Producción,Procesadora,KG
Item_2872,PURE GROUND CLOVE,5004,Especias M,Producción,Procesadora,KG
Item_2873,NAIL STEM,3016,Clavo,Especias,Venta,KG
Item_2874,GRATED COCONUT FIRST 10K,4003,Coco,Frutas Secas,Venta,KG
Item_2875,GRATED COCONUT WITHOUT SUGAR,4003,Coco,Frutas Secas,Venta,KG
Item_2876,NO,4003,Coco,Frutas Secas,Venta,KG
Item_2877,ROTTEN GRATED COCONUT,4003,Coco,Frutas Secas,Venta,KG
Item_2878,COCO-005NoHab,4003,Coco,Frutas Secas,Venta,KG
Item_2879,IMPERIAL GRATED COCONUT C/10K,4003,Coco,Frutas Secas,Venta,KG
Item_2880,DO NOT USE,1401,Abarrote S/C,Abarrotes,Venta,KG
Item_2881,LIGHT RED COLORING,1505,[M] Colores,Abarrotes,Materiales,KG
Item_2882,YELLOW COLORING FOR CONSOME,1505,[M] Colores,Abarrotes,Materiales,KG
Item_2883,GREEN COLOR FOR MOLE,1505,[M] Colores,Abarrotes,Materiales,KG
Item_2884,RED NATURAL COLORING,1505,[M] Colores,Abarrotes,Materiales,KG
Item_2885,NATURAL RED ORANGE COLORING,1505,[M] Colores,Abarrotes,Materiales,KG
Item_2886,NAR YELLOW NATURAL COLORING,1505,[M] Colores,Abarrotes,Materiales,KG
Item_2887,NATURAL LIGHT BROWN COLORING,1505,[M] Colores,Abarrotes,Materiales,KG
Item_2888,NATURAL BLACK GREEN COLORING,1505,[M] Colores,Abarrotes,Materiales,KG
Item_2889,NATURAL RED BROWN COLORING,1505,[M] Colores,Abarrotes,Materiales,KG
Item_2890,ORANGE COLOR FOR PIQUIN,1505,[M] Colores,Abarrotes,Materiales,KG
Item_2891,RED COLOR 6,1505,[M] Colores,Abarrotes,Materiales,KG
Item_2892,RED LACQUER NO. 40,1505,[M] Colores,Abarrotes,Materiales,KG
Item_2893,RED COLOR P/PAPPY,1505,[M] Colores,Abarrotes,Materiales,KG
Item_2894,ORANGE COLOR FOR PIMENTON,1505,[M] Colores,Abarrotes,Materiales,KG
Item_2895,ORANGE COLOR FOR PIQUIN,1505,[M] Colores,Abarrotes,Materiales,KG
Item_2896,ORANGE COLOR FOR PINK CHICKEN,1505,[M] Colores,Abarrotes,Materiales,KG
Item_2897,LEMON GREEN COLORING,1505,[M] Colores,Abarrotes,Materiales,KG
Item_2898,YELLOW COLOR NUM 5,1505,[M] Colores,Abarrotes,Materiales,KG
Item_2899,LACA ROJO CHAMOY,1505,[M] Colores,Abarrotes,Materiales,KG
Item_2900,COLOR ORANGE,1505,[M] Colores,Abarrotes,Materiales,KG
Item_2901,RED COLOR 40 PINK,1505,[M] Colores,Abarrotes,Materiales,KG
Item_2902,ORANGE RED LACQUER,1505,[M] Colores,Abarrotes,Materiales,KG
Item_2903,DARK RED LACQUER,1505,[M] Colores,Abarrotes,Materiales,KG
Item_2904,EGG YELLOW COLOR,1505,[M] Colores,Abarrotes,Materiales,KG
Item_2905,GUAJILLO ORANGE COLOR,1505,[M] Colores,Abarrotes,Materiales,KG
Item_2906,YELLOW COLOR NUM.6,1505,[M] Colores,Abarrotes,Materiales,KG
Item_2907,COLOR AZUL NUM.1,1505,[M] Colores,Abarrotes,Materiales,KG
Item_2908,RED COLOR NUM.5,1505,[M] Colores,Abarrotes,Materiales,KG
Item_2909,CAFE PVO COLOR,1505,[M] Colores,Abarrotes,Materiales,KG
Item_2910,CUMIN GREEN COLOR,1505,[M] Colores,Abarrotes,Materiales,KG
Item_2911,CUMIN COFFEE LACQUER,1505,[M] Colores,Abarrotes,Materiales,KG
Item_2912,YELLOW COLOR NUM 1,1505,[M] Colores,Abarrotes,Materiales,KG
Item_2913,RED COLOR FOR SEASONING,1505,[M] Colores,Abarrotes,Materiales,KG
Item_2914,DARK BROWN COLOR,1505,[M] Colores,Abarrotes,Materiales,KG
Item_2915,COFFEE NAIL LACQUER,1505,[M] Colores,Abarrotes,Materiales,KG
Item_2916,DARK GREEN COLOR,1505,[M] Colores,Abarrotes,Materiales,KG
Item_2917,INTENSE RED COLOR,1505,[M] Colores,Abarrotes,Materiales,KG
Item_2918,FLUORESCENT RED COLOR,1505,[M] Colores,Abarrotes,Materiales,KG
Item_2919,WHOLE CUMIN,3014,Comino,Especias,Venta,KG
Item_2920,GROUND CUMIN,5004,Especias M,Producción,BProceso,KG
Item_2921,PURE GROUND CUMIN B/25K,5004,Especias M,Producción,BProceso,KG
Item_2922,RUIMEX BRANCHES MEALS,1401,Abarrote S/C,Abarrotes,Venta,PZ
Item_2923,SEASONING FOR TACOS AL PASTOR,5007,Molidos,Producción,Procesadora,KG
Item_2924,ROAST CHICKEN SEASONING,5007,Molidos,Producción,Procesadora,KG
Item_2925,ROAST CHICKEN SEASONING,5007,Molidos,Producción,Procesadora,KG
Item_2926,EXTRA SEASONING FOR LONGANIZED,5007,Molidos,Producción,Procesadora,KG
Item_2927,SEASONING FOR COMMERCIAL LONGANIZED,5007,Molidos,Producción,Procesadora,KG
Item_2928,CURRY SEASONING,3011,Curry,Especias,Venta,KG
Item_2929,KOCI CHICKEN CONSOME,3015,Consome,Especias,Venta,KG
Item_2930,NO,3015,Consome,Especias,Venta,KG
Item_2931,CONS-003NoHab,3015,Consome,Especias,Venta,KG
Item_2932,CONSUME DON PANCHO,3015,Consome,Especias,Venta,KG
Item_2933,CONS-005NoHab,3015,Consome,Especias,Venta,KG
Item_2934,FIRST CONSOME,5002,Consome,Producción,IProceso,KG
Item_2935,CONS-007NoHab,3015,Consome,Especias,Venta,KG
Item_2936,CONS-008NoHab,3015,Consome,Especias,Venta,PZ
Item_2937,ROOSTER CONSOME C/5KG,3015,Consome,Especias,Venta,KG
Item_2938,CONSUMES RUIMEX EXTRA W/10K,5002,Consome,Producción,IProceso,KG
Item_2939,CONSONOR CUBETA 10k,5002,Consome,Producción,IProceso,KG
Item_2940,DO NOT USE PASSWORD,3015,Consome,Especias,Venta,PZ
Item_2941,DO NOT USE PASSWORD,3015,Consome,Especias,Venta,PZ
Item_2942,CONSOME DEL GALLO 1K,3015,Consome,Especias,Venta,PZ
Item_2943,ROOSTER CONSOME 20KG,3015,Consome,Especias,Venta,KG
Item_2944,ROOSTER CONSOME 10KG,3015,Consome,Especias,Venta,KG
Item_2945,AUTHENTIC CHICKEN BROTH,3015,Consome,Especias,Procesadora,KG
Item_2946,GROUND RAFFIA COST,1605,[M] Comp Empaques,Abarrotes,Empaques,KG
Item_2947,LARGE RAFFIA SACK,1605,[M] Comp Empaques,Abarrotes,Empaques,PZ
Item_2948,JUTE BAG,1605,[M] Comp Empaques,Abarrotes,Empaques,PZ
Item_2949,CINNAMON BASK Bulk 10K EMPTY,1605,[M] Comp Empaques,Abarrotes,Empaques,PZ
Item_2950,GROUND COST Bulk 25K EMPTY,1605,[M] Comp Empaques,Abarrotes,Empaques,PZ
Item_2951,CREAM OF TARTAR,1401,Abarrote S/C,Abarrotes,Venta,KG
Item_2952,WHITE BUCKET WITH LID 4 LTS,1603,[M] Cubetas,Abarrotes,Empaques,PZ
Item_2953,WHITE BUCKET WITH LID 10 LTS,1603,[M] Cubetas,Abarrotes,Empaques,PZ
Item_2954,WHITE BUCKET WITH LID 19 LTS,1603,[M] Cubetas,Abarrotes,Empaques,PZ
Item_2955,YELLOW BUCKET WITH LID 10 LT,1603,[M] Cubetas,Abarrotes,Empaques,PZ
Item_2956,YELLOW BUCKET WITH LID 19 LT,1603,[M] Cubetas,Abarrotes,Empaques,PZ
Item_2957,WHOLE TURMERIC B25K,1401,Abarrote S/C,Abarrotes,Venta,KG
Item_2958,GROUND TURMERIC B/25K,5004,Especias M,Producción,BProceso,EXH
Item_2959,DATA-001NoHab,4005,Datiles,Frutas Secas,Venta,KG
Item_2960,DATA-002NoHab,4005,Datiles,Frutas Secas,Venta,KG
Item_2961,DATI-003NoHab,4005,Datiles,Frutas Secas,Venta,KG
Item_2962,DATI-004NoHab,4005,Datiles,Frutas Secas,Venta,KG
Item_2963,DATI-005NoHab,4005,Datiles,Frutas Secas,Venta,KG
Item_2964,DEGLET PRESSED DATE C/10K,4005,Datiles,Frutas Secas,Venta,KG
Item_2965,DATIL ZAHIRY BOX WITH 5Kilos,4005,Datiles,Frutas Secas,Venta,KG
Item_2966,DATIL MEDJOOL AISA C/5KILOS,4005,Datiles,Frutas Secas,Venta,KG
Item_2967,DATI-009NoHab,4005,Datiles,Frutas Secas,Venta,KG
Item_2968,DATA-010NoHab,4005,Datiles,Frutas Secas,Venta,KG
Item_2969,DESERT DATE WITHOUT C/7K DESIER,4005,Datiles,Frutas Secas,Venta,KG
Item_2970,PRESSED DATE MEDJOL,4005,Datiles,Frutas Secas,Venta,KG
Item_2971,DATIL HALAWY C/7k,4005,Datiles,Frutas Secas,Venta,KG
Item_2972,DATIL DEGLET CON C/7Kg DESIERT,4005,Datiles,Frutas Secas,Venta,KG
Item_2973,DATIL MEDJOL DESIERTO C/7K NVO,4005,Datiles,Frutas Secas,Venta,KG
Item_2974,DATI-016NoHab,4005,Datiles,Frutas Secas,Venta,KG
Item_2975,DATIL MEDJOL PRECIOSA C/10kg,4005,Datiles,Frutas Secas,Venta,KG
Item_2976,DATE WITHOUT PONE C/5Kilos,4005,Datiles,Frutas Secas,Venta,KG
Item_2977,DATIL-+017NoHab,4005,Datiles,Frutas Secas,Venta,
Item_2978,SWEET SNACK BULK C/50K,1302,Navideños,Abarrotes,Venta,KG
Item_2979,SWEET TEMPTATIONS MIX C/11.3K,1401,Abarrote S/C,Abarrotes,Venta,KG
Item_2980,SWEET YOGURT MIX C/11.34K,1401,Abarrote S/C,Abarrotes,Venta,KG
Item_2981,DULCE PRETZELS C/CHOCOLATE,5030,Dulces,Producción,Procesadora,KG
Item_2982,SWEET NARANJITA ENCHILADA,5031,Botanas,Producción,Procesadora,KG
Item_2983,MINICHICLE,1401,Abarrote S/C,Abarrotes,Venta,KG
Item_2984,DULCE CHILI MANGO MAN 100GRS,1301,Empacados,Abarrotes,Venta,PZ
Item_2985,PACKAGED SNACK 1K C20k,1302,Navideños,Abarrotes,Venta,KG
Item_2986,PINATERO CHOCOLATE MIX,1401,Abarrote S/C,Abarrotes,Venta,KG
Item_2987,WHOLE ALMOND B/100gms,1301,Empacados,Abarrotes,Procesadora,PZ
Item_2988,MANGO ENCHILADO B/100gms,1301,Empacados,Abarrotes,Venta,PZ
Item_2989,ENCHILADO PISTACHE B/100gms,1301,Empacados,Abarrotes,Venta,PZ
Item_2990,PISTACHIO SALADO C/C 100g,1301,Empacados,Abarrotes,Procesadora,PZ
Item_2991,WALNUT HALVES 100g,1301,Empacados,Abarrotes,Procesadora,KG
Item_2992,FRUTA TROPICAL 100g,1301,Empacados,Abarrotes,Venta,PZ
Item_2993,SALTED PEANUT 100g,1301,Empacados,Abarrotes,Venta,PZ
Item_2994,JAPANESE PEANUTS 100g,1301,Empacados,Abarrotes,Venta,PZ
Item_2995,CHILLED PEANUT 100g,1301,Empacados,Abarrotes,Venta,PZ
Item_2996,GARAPINATED PEANUT 100g,1301,Empacados,Abarrotes,Venta,PZ
Item_2997,SPANISH PEANUT 100g,1301,Empacados,Abarrotes,Venta,PZ
Item_2998,MANGOMITA 100g,1301,Empacados,Abarrotes,Procesadora,KG
Item_2999,SALTY MIX 100g,1301,Empacados,Abarrotes,Venta,PZ
Item_3000,MIX CRUDO 100g,1301,Empacados,Abarrotes,Venta,PZ
Item_3001,MIX TROPICAL 100g,1301,Empacados,Abarrotes,Venta,PZ
Item_3002,FLAKES WITH CHOCOLATE 40g,5030,Dulces,Producción,Procesadora,PZ
Item_3003,CANDIED ALMOND 40g,5030,Dulces,Producción,Procesadora,PZ
Item_3004,RAISINS WITH CHOCOLATE 100g,1301,Empacados,Abarrotes,Procesadora,PZ
Item_3005,COOKIE WITH CHOCOLATE 100g,1301,Empacados,Abarrotes,Procesadora,PZ
Item_3006,CHILE GUAJILLO 100g,1301,Empacados,Abarrotes,Venta,PZ
Item_3007,WHOLE ALMOND 100g,1301,Empacados,Abarrotes,Venta,PZ
Item_3008,RED ANCHO FLOWER CHILI 100g,1301,Empacados,Abarrotes,Venta,PZ
Item_3009,CHILE TREE WITH PATA 100g,1301,Empacados,Abarrotes,Procesadora,PZ
Item_3010,CHILI TREE WITHOUT LEG 120g,1301,Empacados,Abarrotes,Venta,PZ
Item_3011,CASCABEL CHILI 100g,1301,Empacados,Abarrotes,Procesadora,PZ
Item_3012,CHILE GUAJILLO EXTRA 100g,1301,Empacados,Abarrotes,Venta,PZ
Item_3013,BLACK CHILI WITHOUT LEG 100g,1301,Empacados,Abarrotes,Venta,PZ
Item_3014,CHILE MORITA 100g,1301,Empacados,Abarrotes,Procesadora,PZ
Item_3015,CHILE PASIILA XTRA NEW,1301,Empacados,Abarrotes,Venta,PZ
Item_3016,PASILLA FLOR CHILE 200g,1301,Empacados,Abarrotes,Procesadora,PZ
Item_3017,WHOLE PIQUIN 80G,1301,Empacados,Abarrotes,Venta,PZ
Item_3018,CHILE PULLA 100g,1301,Empacados,Abarrotes,Venta,PZ
Item_3019,PRUNE 80g,1301,Empacados,Abarrotes,Venta,PZ
Item_3020,WHOLE CLOVE 50g,1301,Empacados,Abarrotes,Venta,PZ
Item_3021,WHOLE CUMIN 80g,1301,Empacados,Abarrotes,Venta,PZ
Item_3022,AZHAR FLOWER 20g,1301,Empacados,Abarrotes,Venta,PZ
Item_3023,WHOLE GINGER 100g,1301,Empacados,Abarrotes,Venta,PZ
Item_3024,BOLDO LEAF 20g,1301,Empacados,Abarrotes,Venta,PZ
Item_3025,LAUREL LEAF 20g,1301,Empacados,Abarrotes,Venta,PZ
Item_3026,SENN LEAF 20g,1301,Empacados,Abarrotes,Venta,PZ
Item_3027,MACADAMIA NUTS HALVES 100g,1301,Empacados,Abarrotes,Venta,PZ
Item_3028,do not use available,1301,Empacados,Abarrotes,Venta,PZ
Item_3029,PASS 100g,1301,Empacados,Abarrotes,Procesadora,PZ
Item_3030,WHOLE SMALL PEPPER 60g,1301,Empacados,Abarrotes,Venta,PZ
Item_3031,WHOLE FALL PEPPER 50g,1301,Empacados,Abarrotes,Venta,PZ
Item_3032,GROUND BLACK PEPPER 60g,1301,Empacados,Abarrotes,Venta,PZ
Item_3033,PINON BLANCO 60g,1301,Empacados,Abarrotes,Venta,PZ
Item_3034,PINK PINON 60g,1301,Empacados,Abarrotes,Venta,PZ
Item_3035,TAJIN MARTAJADO 142g,1301,Empacados,Abarrotes,Procesadora,PZ
Item_3036,PIQUIN WITH LEMON 150g,1301,Empacados,Abarrotes,Venta,PZ
Item_3037,PASS 200g,1301,Empacados,Abarrotes,Venta,PZ
Item_3038,CARAMELED WALNUTS 140g,1301,Empacados,Abarrotes,Venta,PZ
Item_3039,SESAME 100g,1301,Empacados,Abarrotes,Procesadora,PZ
Item_3040,JAMAICA 500g,1301,Empacados,Abarrotes,Procesadora,PZ
Item_3041,JAMAICA  300g,1301,Empacados,Abarrotes,Venta,PZ
Item_3042,CASCABEL 200g,1301,Empacados,Abarrotes,Procesadora,PZ
Item_3043,CINNAMON RAMA 100g,1301,Empacados,Abarrotes,Procesadora,PZ
Item_3044,CINNAMON BRANCH CASIA 100g,1301,Empacados,Abarrotes,Venta,PZ
Item_3045,ARANDANO 120g,1301,Empacados,Abarrotes,Procesadora,PZ
Item_3046,GRATED COCONUT 100g,1301,Empacados,Abarrotes,Procesadora,PZ
Item_3047,ORGANIC WHOLE CUMIN 40G,1301,Empacados,Abarrotes,Venta,PZ
Item_3048,PINON ROSA BIO 200G,1301,Empacados,Abarrotes,Venta,PZ
Item_3049,TILE TREE WITH BIO LEG 100gm,1301,Empacados,Abarrotes,Procesadora,PZ
Item_3050,BIO MORITA CHILE 200G,1301,Empacados,Abarrotes,Venta,PZ
Item_3051,EXTRA BIO PASILLA CHILE 100G,1301,Empacados,Abarrotes,Procesadora,PZ
Item_3052,BIO WHOLE PIQUIN CHILE 020G,1301,Empacados,Abarrotes,Procesadora,PZ
Item_3053,ORGANIC PLUM WITH STONE 200G,1301,Empacados,Abarrotes,Procesadora,PZ
Item_3054,ORGANIC SEN LEAF 30G,1301,Empacados,Abarrotes,Venta,PZ
Item_3055,PISTACHI CHILI AND ORGANIC GARLIC 1K,1301,Empacados,Abarrotes,Venta,PZ
Item_3056,BIO 1K fine assorted snack,5031,Botanas,Producción,Procesadora,PZ
Item_3057,BIO 1K fine enchilada snack,5031,Botanas,Producción,Procesadora,PZ
Item_3058,BIO salted peanut 1K,1301,Empacados,Abarrotes,Venta,PZ
Item_3059,BIO Spanish Peanut 1K,5031,Botanas,Producción,Procesadora,PZ
Item_3060,BIO 1K salted fried seed,5031,Botanas,Producción,Procesadora,KG
Item_3061,pistachio chili and garlic 250g BIO,1301,Empacados,Abarrotes,Venta,PZ
Item_3062,Fine assorted snack 250G BIO,1301,Empacados,Abarrotes,Venta,PZ
Item_3063,Thin botana enchilada 250G BIO,1301,Empacados,Abarrotes,Venta,PZ
Item_3064,Salted peanuts 250G BIO,1301,Empacados,Abarrotes,Venta,PZ
Item_3065,Spanish peanut 250G BIO,1301,Empacados,Abarrotes,Venta,PZ
Item_3066,Salted fried seed 250G BIO,1301,Empacados,Abarrotes,Venta,PZ
Item_3067,ALMOND WITH CHOCOLATE 70g,1301,Empacados,Abarrotes,Procesadora,PZ
Item_3068,GARAPINATED PEANUT 150g,1301,Empacados,Abarrotes,Venta,PZ
Item_3069,CHABACANO ENCHILADO 30g,1301,Empacados,Abarrotes,Venta,PZ
Item_3070,GUMMY ENCHILADA 55g,1301,Empacados,Abarrotes,Venta,KG
Item_3071,MANGO ENCHILADO 35g,1301,Empacados,Abarrotes,Venta,PZ
Item_3072,MANGO ENCHILADO 25g,1301,Empacados,Abarrotes,Procesadora,PZ
Item_3073,INDIA WALNUT 50g,1301,Empacados,Abarrotes,Venta,PZ
Item_3074,RAISIN WITH CHOCOLATE 45g,1301,Empacados,Abarrotes,Venta,PZ
Item_3075,PINA ENCHILADA 35g,1301,Empacados,Abarrotes,Procesadora,PZ
Item_3076,PINA ENCHILADA 45g,1301,Empacados,Abarrotes,Venta,PZ
Item_3077,TOASTED Pistachio 32g,1301,Empacados,Abarrotes,Venta,PZ
Item_3078,TOASTED Pistachio 50g,1301,Empacados,Abarrotes,Venta,PZ
Item_3079,VITROLERO GUM ENCHILADA 770gm,1301,Empacados,Abarrotes,Venta,PZ
Item_3080,ASSORTED PEANUT TRAY 650g,1301,Empacados,Abarrotes,Venta,PZ
Item_3081,CANDIED ALME TRAY 900gm,1301,Empacados,Abarrotes,Venta,PZ
Item_3082,FINE WALNUT TRAY 560gms,1301,Empacados,Abarrotes,Venta,PZ
Item_3083,Sesame Sesame Bag 250 gms,1301,Empacados,Abarrotes,Venta,PZ
Item_3084,Whole Almond Bag 250 gms,1301,Empacados,Abarrotes,Venta,PZ
Item_3085,Arandano 70 GMS,1301,Empacados,Abarrotes,Procesadora,PZ
Item_3086,ARANDANO BIO B/100gms,1301,Empacados,Abarrotes,Venta,PZ
Item_3087,CINNAMON BRANCH 60gms BIO,1301,Empacados,Abarrotes,Venta,PZ
Item_3088,CINNAMON BRANCH 50gms BIO,1301,Empacados,Abarrotes,Venta,PZ
Item_3089,ANCHO CHILI 100gms BIO,1301,Empacados,Abarrotes,Procesadora,PZ
Item_3090,ANCHO CHILI 200gms BIO,1301,Empacados,Abarrotes,Procesadora,PZ
Item_3091,CHILE GUAJILLO 100gms BIO,1301,Empacados,Abarrotes,Procesadora,PZ
Item_3092,CHILE GUAJILLO 200gms,1301,Empacados,Abarrotes,Procesadora,PZ
Item_3093,JAIMAICA 250gms BIO,1301,Empacados,Abarrotes,Venta,PZ
Item_3094,RAISINE GRAPE 200gms BIO,1301,Empacados,Abarrotes,Procesadora,PZ
Item_3095,BIODEGR MIXED FRUIT 1K,1301,Empacados,Abarrotes,Venta,KG
Item_3096,ENCHILADO BLUEBERRY C/5K,1301,Empacados,Abarrotes,Procesadora,KG
Item_3097,FRUTA TROPICAL 250g C5K,1301,Empacados,Abarrotes,Procesadora,PZ
Item_3098,Mixed Ears 200gms,1301,Empacados,Abarrotes,Procesadora,PZ
Item_3099,Orejon Apple Ring 200gms,1301,Empacados,Abarrotes,Procesadora,PZ
Item_3100,Orejon Chabacano 200gms,1301,Empacados,Abarrotes,Procesadora,PZ
Item_3101,Pear Ear 200gms,1301,Empacados,Abarrotes,Procesadora,PZ
Item_3102,Peach Orejon 200gms,1301,Empacados,Abarrotes,Procesadora,PZ
Item_3103,Jumbo Raisin 200gms,1301,Empacados,Abarrotes,Procesadora,PZ
Item_3104,Datil Deglet 200gms,1301,Empacados,Abarrotes,Procesadora,PZ
Item_3105,Datil Medjol 200gms,1301,Empacados,Abarrotes,Procesadora,PZ
Item_3106,Castile Walnut 250gms,1301,Empacados,Abarrotes,Procesadora,PZ
Item_3107,Nuuez W cascara 250gms,1301,Empacados,Abarrotes,Venta,PZ
Item_3108,Hazelnut Shell 250gms,1301,Empacados,Abarrotes,Procesadora,PZ
Item_3109,JAMAICA  BIO 200gms,1301,Empacados,Abarrotes,Procesadora,PZ
Item_3110,HINDU TREE WITHOUT LEG 100g,1301,Empacados,Abarrotes,Procesadora,PZ
Item_3111,HINDU TREE WITHOUT LEG 200g,1301,Empacados,Abarrotes,Procesadora,PZ
Item_3112,JAMAICA  BIO 100gms,1301,Empacados,Abarrotes,Procesadora,PZ
Item_3113,Pineapple dried apricot 100 gr,1301,Empacados,Abarrotes,Venta,PZ
Item_3114,Pineapple dried apricot 200 gr,1301,Empacados,Abarrotes,Procesadora,PZ
Item_3115,Fruta Tropical  200 gr,1301,Empacados,Abarrotes,Procesadora,PZ
Item_3116,Plum with Stone 100 gr,1301,Empacados,Abarrotes,Procesadora,PZ
Item_3117,CHILLED PEANUT 70G,1301,Empacados,Abarrotes,Venta,PZ
Item_3118,JAPANESE PEANUT 70G,1301,Empacados,Abarrotes,Venta,PZ
Item_3119,BEAN ENCHILADA 70G,1301,Empacados,Abarrotes,Venta,PZ
Item_3120,SALTED SUNFLOWER 70G DO NOT USE,1301,Empacados,Abarrotes,Venta,PZ
Item_3121,ESPA CACAHUA WITH GARLIC 50G,1301,Empacados,Abarrotes,Venta,PZ
Item_3122,BUT-25NoHab,1301,Empacados,Abarrotes,Venta,
Item_3123,DILL SPECIES,3090,Especia S/C,Especias,Venta,KG
Item_3124,EPAZOTE NATURAL,3030,Hojas,Especias,Venta,KG
Item_3125,GROUND EPAZOTE,5008,Hojas M,Producción,Procesadora,KG
Item_3126,GARLIC ESSENCE,1506,[M] Esencias,Abarrotes,Materiales,KG
Item_3127,ONION ESSENCE,1506,[M] Esencias,Abarrotes,Materiales,KG
Item_3128,CINNAMON ESSENCE,1506,[M] Esencias,Abarrotes,Materiales,KG
Item_3129,ALMOND ESSENCE,1506,[M] Esencias,Abarrotes,Materiales,KG
Item_3130,PINEAPPLE FLAVOR ESSENCE,1506,[M] Esencias,Abarrotes,Materiales,LT
Item_3131,MANGO FLAVOR ESSENCE,1506,[M] Esencias,Abarrotes,Materiales,LT
Item_3132,CHAMOY FLAVOR ESSENCE,1506,[M] Esencias,Abarrotes,Materiales,LT
Item_3133,LIQUID ANISE ESSENCE,1506,[M] Esencias,Abarrotes,Materiales,LT
Item_3134,LIQUID OREGANO ESSENCE,1506,[M] Esencias,Abarrotes,Materiales,LT
Item_3135,LIQUID PEPPER ESSENCE,1506,[M] Esencias,Abarrotes,Materiales,KG
Item_3136,CLOVE ESSENCE,1506,[M] Esencias,Abarrotes,Materiales,KG
Item_3137,CUMIN ESSENCE,1506,[M] Esencias,Abarrotes,Materiales,KG
Item_3138,GARLIC ONION ESSENCE,1506,[M] Esencias,Abarrotes,Materiales,KG
Item_3139,BIG LABEL,1608,[M] Etiquetas,Abarrotes,Materiales,KG
Item_3140,MEDIUM LABEL,1608,[M] Etiquetas,Abarrotes,Materiales,KG
Item_3141,MINI LABEL,1608,[M] Etiquetas,Abarrotes,Materiales,KG
Item_3142,GRAPE SEED OIL LABEL,1608,[M] Etiquetas,Abarrotes,Materiales,KG
Item_3143,THERMAL LABEL 76x51,1608,[M] Etiquetas,Abarrotes,Materiales,KG
Item_3144,THERMAL LABEL 30x25,1608,[M] Etiquetas,Abarrotes,Materiales,KG
Item_3145,LABEL FOR MOLE Bulk,1608,[M] Etiquetas,Abarrotes,Materiales,KG
Item_3146,AVOCADO BOOK,1608,[M] Etiquetas,Abarrotes,Materiales,KG
Item_3147,STERILIZED GAS C-100PZ,1401,Abarrote S/C,Abarrotes,Venta,PZ
Item_3148,CHUPONES BABY C/30pz,1401,Abarrote S/C,Abarrotes,Venta,EXH
Item_3149,SHAMPOO 2-1 C/24PZ 100ml,1224,Abarrotes,Abarrotes,Venta,EXH
Item_3150,COLGATE 100ml,1224,Abarrotes,Abarrotes,Venta,PZ
Item_3151,COLGATE 150ml,1224,Abarrotes,Abarrotes,Venta,PZ
Item_3152,FIXING GEL 250GMS,1224,Abarrotes,Abarrotes,Venta,PZ
Item_3153,FIXING GEL 160GMS,1224,Abarrotes,Abarrotes,Venta,PZ
Item_3154,COLGATE TOTAL 2-1 150ML,1224,Abarrotes,Abarrotes,Venta,EXH
Item_3155,COLGATE TOTAL 100ml C/12PZ,1224,Abarrotes,Abarrotes,Venta,EXH
Item_3156,GEL NATURAL CARE 250ML,1224,Abarrotes,Abarrotes,Venta,PZ
Item_3157,JERINGA 3ML,1224,Abarrotes,Abarrotes,Venta,Pz
Item_3158,5ML SYRINGE,1224,Abarrotes,Abarrotes,Venta,KG
Item_3159,WHOLE FENOGREEK,1401,Abarrote S/C,Abarrotes,Venta,KG
Item_3160,FLAN GARI C10 KILOS,1401,Abarrote S/C,Abarrotes,Venta,KG
Item_3161,FLOWER OF RANDOM,3003,Flores,Especias,Venta,KG
Item_3162,CHAMOMILE FLOWER,3003,Flores,Especias,Venta,KG
Item_3163,ROSE FLOWER OF CASTILLA,3003,Flores,Especias,Venta,KG
Item_3164,ARNICA,3003,Flores,Especias,Venta,KG
Item_3165,THE FLOWER OF THE POCKETS,3003,Flores,Especias,Venta,KG
Item_3166,CASH OUT FORMATS,1902,[M] Papelería,Abarrotes,Materiales,Pz
Item_3167,BLOCK ORDER FORMAT,1902,[M] Papelería,Abarrotes,Materiales,Pz
Item_3168,ENCHILADO SOY BEAN,5031,Botanas,Producción,Procesadora,KG
Item_3169,SALTED SOY BEAN,8003,Frijol,Semillas,Venta,KG
Item_3170,BOY BAY BEANS FIRST,8003,Frijol,Semillas,Venta,KG
Item_3171,BIG BAY BEANS,8003,Frijol,Semillas,Venta,KG
Item_3172,BAY BEAN HALVES B/25K,8003,Frijol,Semillas,Venta,KG
Item_3173,DO NOT USE,8003,Frijol,Semillas,Venta,KG
Item_3174,DO NOT USE,8003,Frijol,Semillas,Venta,KG
Item_3175,JUNE FLOWER BEAN B/25K,8003,Frijol,Semillas,Venta,KG
Item_3176,DO NOT USE,8003,Frijol,Semillas,Venta,KG
Item_3177,DO NOT USE,8003,Frijol,Semillas,Venta,KG
